id,title,description,icf,gender,planstart,actualstart,planend,actualend,sectors,sector_pct,parent,budget_sum
GB-1-102888,Forest Governance Facility,"The purpose of the project is to build up the public domain related to the Cameroon Forest and Environment Sector Policy (FESP), to facilitate the engagement and participation by non-state actors with policy development and implementation",0,0,01/03/2006,01/03/2006,01/03/2006,NA,31210,100,GB-1-102888,2629997
GB-1-102908,UK Multilateral Debt Relief Initiative (UK MDRI) - CAPE Verde,UK debt relief for qualifying countries to help achieve the Millennium Development Goals.,0,0,25/08/2006,25/08/2006,25/08/2006,NA,60010,100,GB-1-102908,2658779
GB-1-102925,UK Export Finance (UKEF) Debt Relief Compensation,"Compensating the Export Credit Guarantees Department (ECGD) for forgone debt service, under the 100% Heavily Indebted Poor Countries (HIPC) bilateral policy.",0,0,20/11/2006,20/11/2006,20/11/2006,20/11/2006,60010,100,GB-1-102925,64214391
GB-1-102956,Productive Safety Nets Programme.,Food Sufficiency for male and female members of chronic and transitory food insecure households in PSNP woredas achieved,0,1,01/12/2004,01/12/2004,01/12/2004,NA,52010;16010,51.00;49.00,GB-1-102956,130999999
GB-1-102957,Support for Public Sector Capacity Building Programme,Improved Government of Ethiopia's capacity for effective and responsive public service delivery.,0,1,01/12/2004,01/12/2004,01/12/2004,NA,15110;15112;15130;43030,40.00;20.00;20.00;20.00,GB-1-102957,22999997
GB-1-102960,Component 2 - PROTECTON of Basic Services,To protect the delivery of basic health services by sub-national governments in Ethiopia,0,0,01/08/2006,01/08/2006,01/08/2006,NA,12250;12220;13020,60.00;20.00;20.00,GB-1-102960,15000000
GB-1-102961,Rural Travel & Transport,Pilot testing of a methodology in 8 selected districts/woredas to improve poor peoples access and mobility,0,1,01/01/2007,01/01/2007,01/01/2007,NA,21020;21010,97.00;3.00,GB-1-102961,3999999
GB-1-102963,Ethiopia Roads Authority IT Consultancy Services,To conduct a detailed assesment of ERA's current and future IT issues to prepare operational and procedural guidlines for ite information ssystems and to inform the strategic direction if IT usseues within ERA,0,0,01/06/2006,01/06/2006,01/06/2006,NA,21020;15111,51.00;49.00,GB-1-102963,249998
GB-1-102971,Ethiopia Support national safety net,Food sufficiency for male and female members of chronic and transitory food insecure households in PSNP woredas achieved ( capacity building support - technical assistance),0,2,01/07/2004,01/07/2004,01/07/2004,NA,52010;16010,52.00;48.00,GB-1-102971,1999997
GB-1-102973,Ethiopia Strategic Support Programme,To bridge the gap between knowledge and policy in a country with a clear commitment to rural development as the centerpiece of its growth strategy,0,1,01/06/2005,01/06/2005,01/06/2005,NA,31110;52010;43082;15110;16062;43040;31130,59.00;34.00;4.00;1.00;1.00;1.00;0.00,GB-1-102973,2013157
GB-1-102979,Ethiopian Rural Travel & Transport,no change to original purposeProvide technical assistance support to Ethiopia Roads Transport and Travel  ProgrammeTo provide technical assistance to the Ethiopian Roads Travel and Transport Authority,0,1,01/06/2004,01/06/2004,01/06/2004,NA,43040,100,GB-1-102979,925662
GB-1-103004,Support for Public Sector Capacity Building Programme Technical Assistance,To improve the Government of Ethiopia's capacity to effectively deliver public services and to be responsive,0,1,01/12/2004,01/12/2004,01/12/2004,NA,15110;15112;15130;43030;15111,41.00;19.00;19.00;19.00;2.00,GB-1-103004,1960091
GB-1-103005,Partnership Fund II,"Effective implementation of policies, improved accountability and responsiveness of government to the public and civil society",0,1,01/08/2004,01/08/2004,01/08/2004,NA,15150,100,GB-1-103005,1639912
GB-1-103009,Ministry of  Federal Affairs Conflict Management Project,"Clarify the nature, form and scope of conflict and use this information to enhance capacity of state and civil society to manage conflict in Ethiopia",0,0,01/04/2005,01/04/2005,01/04/2005,NA,15111;43082,75.00;25.00,GB-1-103009,234190
GB-1-103013,Democracy Growth and Peace for Pastoralists (PCI),"An enabling state in Ethiopia, consisting of Empowered Pastoralist Citizens, Capable Government and more liberal markets for Pastoralists.",0,1,01/01/2006,01/01/2006,01/01/2006,NA,15111;15112;15150;15160;16010;15110,22.00;19.00;19.00;19.00;18.00;3.00,GB-1-103013,4266751
GB-1-103015,Civil Service Reform Programme,"Strategic support delivered for the development of an impartial, accountable, efficient and ethical civil service.",0,0,01/12/2006,01/12/2006,01/12/2006,NA,15110,100,GB-1-103015,3166700
GB-1-103016,2007 Census,To Contribute to the production of sound and timely demographic and socio economic information from the 2007 population and housing census in Ethiopia,0,0,01/01/2007,01/01/2007,01/01/2007,NA,16062;13010;15110;16010,85.00;5.00;5.00;5.00,GB-1-103016,7000000
GB-1-103021,Support to Policy Development in the Water Sector,To provide support in the form of technical assistance to the development of policy in the water sector in Ethiopia,0,1,01/12/2005,01/12/2005,01/12/2005,NA,14020,100,GB-1-103021,528914
GB-1-103022,Water Sanitation and Hygiene Programme,To increase access to affordable and sustainable water supply and sanitation services,0,1,01/02/2007,01/02/2007,01/02/2007,NA,14010;14030;14031;14081;15111,76.00;16.00;6.00;1.00;1.00,GB-1-103022,4891676
GB-1-103030,Pooled Operation Fund for the Education Sector,Flexible fund to strenghten efficency and effectiveness of education development initiatives and policy reform within Education sector in Ethiopia,0,1,01/09/2004,01/09/2004,01/09/2004,NA,11110,100,GB-1-103030,839455
GB-1-103034,Protection of Basic Services Secretariat,To support donors including DFID Ethiopia in carrying out essential functions associated with the PBS grant,0,0,01/01/2007,01/01/2007,01/01/2007,NA,11220;14030;12110;15111;15110,43.00;22.00;16.00;10.00;9.00,GB-1-103034,200000
GB-1-103035,General Education  quality improvement programme,To increase the quality of general educationto improve the Quality of General Education in Ethiopia,0,1,01/05/2007,01/05/2007,01/05/2007,NA,11110;11130;11220;11320,30.00;25.00;25.00;20.00,GB-1-103035,95130965
GB-1-103078,Response to Avian Influenza - Inception Phase,"To enable the Government of Ethiopia, Poultry Owners, traders and the public to prevent the introduction and establishment of avian influenza and other major livestock diseases and to deal with the consequences of an outbreak of Avian influenza",0,1,01/01/2006,01/01/2006,01/01/2006,NA,72010;12250;12261;31163,73.00;9.00;9.00;9.00,GB-1-103078,808294
GB-1-103116,Strengthening Capacity of the National HIV/AIDS CSCF0365,"To empower people living with HIV, women and children affected by the epidemic, and ensure that their needs and rights are met within the national response.",0,0,01/04/2006,01/04/2006,01/04/2006,NA,13040;15150,70.00;30.00,GB-1-103116,412990
GB-1-103160,"UNICEF: Niger, Sahel Infant Feeding Programme",Unchanged - see above.,0,0,01/03/2007,01/03/2007,01/03/2007,NA,12240;12261;12281;13020,26.00;25.00;25.00;24.00,GB-1-103160,1524000
GB-1-103163,ECOWAS PLW Consultant,To engage a short term consultant to assist the ECOWAS Secretariat in responding to donor concerns and establishing an effective mechanism for joint funding and monitoring of the support programme.,0,0,01/03/2003,01/03/2003,01/03/2003,NA,15150,100,GB-1-103163,499388
GB-1-103182,Eritrea: Oxfam Debub Water,"To improve public health in drought-affected rural communities in Debub, Eritrea, through improved access to water for both consumption and general use and through the promotion of improved hygiene and sanitation practices in order to reduce the incidence of water-borne diseases",0,0,01/07/2006,01/07/2006,01/07/2006,NA,72010,100,GB-1-103182,325173
GB-1-103203,The Gambia: Financial Governance Programme,To support the development and implementation of a co-ordinated public financial management reform programme delivering sustainable results.,0,0,01/07/2004,01/07/2004,01/07/2004,NA,15111,100,GB-1-103203,1981608
GB-1-103206,The Gambia Support To Pro-Poor Advocacy Group (PROPAG),"TO SUPPORT THE ENGAGEMENT OF CIVIL SOCIETY GROUPS WITH THE GAMBIAN GOVERNMENT ON THE POLICIES, PLANS AND IMPLEMENTATION  OF THE POVERTY REDUCTION STRATEGY",0,1,01/05/2003,01/05/2003,01/05/2003,NA,15111;15150,51.00;49.00,GB-1-103206,443618
GB-1-103210,The Gambia: Legal Capacity Building Programme,"To improve the impartiality, efficiency and accesibility of the gambian legal system.",0,0,01/03/2004,01/03/2004,01/03/2004,NA,15130,100,GB-1-103210,2830229
GB-1-103215,"Foreign Private Capital CBP, Phase II",To improve the understanding of private capital flows in The Gambia,0,0,01/02/2005,01/02/2005,01/02/2005,NA,24020,100,GB-1-103215,239353
GB-1-103217,Empowering Civil Society Organisations in the Gambia Through Capacity Building and Network Linkages,"To provide funding to CU for their project, and to improve the long-term organisational performance and financial sustainability of a range of partner organisations and demonstrate the advantages of, and promote collaboration amongst organisations.",0,1,01/09/2006,01/09/2006,01/09/2006,NA,15150,100,GB-1-103217,1238793
GB-1-103221,The Gambia: Basic Education Support for Poverty Reduction,To enhance the capacity of the Department of State for Education to implement The Gambian Poverty Reduction Strategy through the education sector.,0,1,01/03/2005,01/03/2005,01/03/2005,NA,11110,100,GB-1-103221,3973573
GB-1-103262,Land Administration Project,"To develop effective, accountable and equitable approaches to land administration, based on existing customary institutions.",0,1,01/05/2003,01/05/2003,01/05/2003,NA,43040,100,GB-1-103262,4171892
GB-1-103265,Support to  Implementation of GoG Private Sector Strategy,To enhance the competitiveness of the private sector thorugh animproved business enabling environment,0,1,01/08/2005,01/08/2005,01/08/2005,NA,32130;33110;15110,41.00;39.00;20.00,GB-1-103265,3283015
GB-1-103267,Support to Food & Agriculture Sector Harmonisation,To provide support to Government of Ghana to implement a common improved agriculture sector strategy,0,1,01/11/2005,01/11/2005,01/11/2005,NA,31110;33110,90.00;10.00,GB-1-103267,5063193
GB-1-103268,Poverty Reduction Budget Support 2006-08,To provide the Government of Ghana with the resources to effectively and accountably finance GPRS priorities,0,1,01/01/2006,01/01/2006,01/01/2006,NA,11110;24010;12110;15110;32110;15111;16010;41010,36.00;28.00;16.00;15.00;5.00;0.00;0.00;0.00,GB-1-103268,120642357
GB-1-103269,Support to Education Strategic Plan in Ghana,"To increase significantly Universal Primary Completion (UPC), and create a migratory path to General Budget Support within a period of three years",0,1,01/07/2006,01/07/2006,01/07/2006,NA,11110;11182,100.00;0.00,GB-1-103269,104742232
GB-1-103270,Ghana Multi Sectoral HIV AIDS Programme,To support Government of Ghana's 2006 - 2010 National Strategic Framework for responding to the HIV/AIDS epidemic,0,0,01/04/2006,01/04/2006,01/04/2006,NA,13040,100,GB-1-103270,7480000
GB-1-103294,Support to Business Associations,To enhance the capacity of business associations to effectively advocate for change and engage in public/private dialogue.,0,1,01/02/2004,01/02/2004,01/02/2004,NA,32130,100,GB-1-103294,2590891
GB-1-103295,Support to Implementation of Government of Ghana Private Sector Strategy (Technical Cooperation),To enhance the competitiveness of the Private Sector through an improved business enabling environment,0,0,01/03/2005,01/03/2005,01/03/2005,NA,25010;33110;32110;33120,50.00;40.00;5.00;5.00,GB-1-103295,3963978
